#Copyright André Castilla 2014
#Please cite accordingly
67;rid67;couinaud hepatic segment vii;segmento hepatico vii de couinaud;segmento hepatico vii de couinaud;;;;;;;;;;;;;;;;;
68;rid68;couinaud hepatic segment viii;segmento hepatico viii de couinaud;segmento hepatico viii de couinaud;;;;;;;;;;;;;;;;;
69;rid69;left lobe of liver;lobo esquerdo do figado;lobulo izquierdo del higado;;;;;;;;;;;;;;;;;
70;rid70;lateral segment of left lobe of liver;segmento lateral do lobo esquerdo do figado;segmento lateral del lobulo izquierdo del higado;;;;;;;;;;;;;;;;;
71;rid71;medial segment of left lobe of liver;segmento medial do lobo esquerdo do figado;segmento intermedio del lobulo izquierdo del higado;;;;;;;;;;;;;;;;;
74;rid74;right lobe of liver;lobo direito do figado;lobulo derecho del higado;;;;;;;;;;;;;;;;;
75;rid75;anterior segment of right lobe of liver;segmento anterior do lobo direito do figado;segmento anterior del lobulo derecho del higado;;;;;;;;;;;;;;;;;
76;rid76;posterior segment of right lobe of liver;segmento posterior do lobo direito do figado;segmento posterior del lobulo derecho del higado;;;;;;;;;;;;;;;;;
77;rid77;caudate lobe of liver;lobo do caudado do figado;lobulo del caudate del higado;;;;;;;;;;;;;;;;;
78;rid78;bare area of liver;area livre do figado;area descubierta del higado;;;;;;;;;;;;;;;;;
80;rid80;porta hepatis;porta hepatis;porta hepatis;;;;;;;;;;;;;;;;;
81;rid81;falciform ligament;ligamento falciforme;ligamento falciforme;;;;;;;;;;;;;;;;;
82;rid82;fissure ligamentum venosum;fissura do ligamento venosum;fisura del ligamento venoso;;;;;;;;;;;;;;;;;
83;rid83;ligamentum teres of liver;ligamento redondo do figado;ligamento redondo del higado;;;;;;;;;;;;;;;;;
84;rid84;capsule of liver;capsula do figado;capsula del higado;;;;;;;;;;;;;;;;;
85;rid85;dome of liver;cupula do figado;boveda del higado;;;;;;;;;;;;;;;;;
86;rid86;spleen;baco;bazo;;;;;;;;;;;;;;;;;
87;rid87;capsule of spleen;capsula do baco;capsula del bazo;;;;;;;;;;;;;;;;;
88;rid88;adrenal gland;glandula adrenal;glandula suprarrenal;;;;;;;;;;;;;;;;;
89;rid89;limb of adrenal gland;apendice da glandula adrenal;apendice de la glandula suprarrenal;;;;;;;;;;;;;;;;;
90;rid90;medulla of adrenal gland;medula da glandula adrenal;medula de la glandula suprarrenal;;;;;;;;;;;;;;;;;
92;rid92;cortex of adrenal gland;cortex da glandula adrenal;corteza de la glandula suprarrenal;;;;;;;;;;;;;;;;;
94;rid94;gastrointestinal tract;trato gastrointestinal;aparato gastrointestinal;;;;;;;;;;;;;;;;;
95;rid95;esophagus;esofago;esofago;;;;;;;;;;;;;;;;;
96;rid96;gastro-esophageal junction;juncao gastro-esofagica;union gastro-esofagica;;;;;;;;;;;;;;;;;
100;rid100;esophageal sphincter;esfincter esofagico;esfinter del esofago;;;;;;;;;;;;;;;;;
101;rid101;upper esophageal sphincter;esfincter esofagico superior;esfinter superior del esofago;;;;;;;;;;;;;;;;;
103;rid103;lower esophageal sphincter;esfincter esofagico inferior;esfinter inferior del esofago;;;;;;;;;;;;;;;;;
104;rid104;cricopharyngeus;musculo cricofaringeo;musculo cricofaringeo;;;;;;;;;;;;;;;;;
105;rid105;lower esophageal muscular ring;anel muscular esofagico inferior;anillo muscular inferior del esofago;;;;;;;;;;;;;;;;;
107;rid107;lower esophageal mucosal ring;anel mucosal esofagico inferior;anillo mucoso inferior del esofago;;;;;;;;;;;;;;;;;
111;rid111;pharyngeal vestibule;vestibulo faringeo;vestibulo faringeo;;;;;;;;;;;;;;;;;
112;rid112;lateral pharyngeal space;espaco faringeo lateral;espacio faringeo lateral;;;;;;;;;;;;;;;;;
114;rid114;stomach;estomago;estomago;;;;;;;;;;;;;;;;;
115;rid115;gastric cardia;cardia gastrica;cardia del estomago;;;;;;;;;;;;;;;;;
116;rid116;gastric fundus;fundo gastrico;fundo del estomago;;;;;;;;;;;;;;;;;
117;rid117;body of stomach;corpo do estomago;cuerpo del estomago;;;;;;;;;;;;;;;;;
119;rid119;antrum of stomach;antro do estomago;antro del estomago;;;;;;;;;;;;;;;;;
122;rid122;pylorus;piloro;piloro;;;;;;;;;;;;;;;;;
123;rid123;pyloric sphincter;esfincter pilorico;esfinter pilorico;;;;;;;;;;;;;;;;;
124;rid124;greater curvature of stomach;curvatura maior do estomago;curvatura mayor del estomago;;;;;;;;;;;;;;;;;
125;rid125;lesser curvature of stomach;curvatura menor do estomago;curvatura menor del estomago;;;;;;;;;;;;;;;;;
126;rid126;gastric rugae;vilosidades gastricas;rugas gastricas;;;;;;;;;;;;;;;;;
128;rid128;areae gastricae;sulcos gastricos;surcos gastricos;;;;;;;;;;;;;;;;;
130;rid130;bowel;intestino;intestino;;;;;;;;;;;;;;;;;
132;rid132;small intestine;intestino delgado;intestino delgado;;;;;;;;;;;;;;;;;
134;rid134;duodenum;duodeno;duodeno;;;;;;;;;;;;;;;;;
135;rid135;duodenal bulb;bulbo duodenal;bulbo duodenal;;;;;;;;;;;;;;;;;
137;rid137;second part of duodenum;segunda porcao do duodeno;segunda porcion del duodeno;;;;;;;;;;;;;;;;;
139;rid139;duodenal ampulla;ampola duodenal;ampolla duodenal;;;;;;;;;;;;;;;;;
143;rid143;minor papilla;papila menor;papila menor;;;;;;;;;;;;;;;;;
144;rid144;third part of duodenum;terceira porcao do duodeno;tercera porcion del duodeno;;;;;;;;;;;;;;;;;
146;rid146;fourth part of duodenum;quarta porcao do duodeno;cuarta porcion del duodeno;;;;;;;;;;;;;;;;;
147;rid147;ligament of treitz;ligamento de treitz;ligamento de treitz;;;;;;;;;;;;;;;;;
148;rid148;jejunum;jejuno;yeyuno;;;;;;;;;;;;;;;;;
149;rid149;valvulae conniventes;dobras mucosas do intestino degado;dobra mucosa del intestino delgado;;;;;;;;;;;;;;;;;
150;rid150;ileum;ileo;ileon;;;;;;;;;;;;;;;;;
151;rid151;terminal ileum;ileo terminal;ileon terminal;;;;;;;;;;;;;;;;;
152;rid152;colon;colon;colon;;;;;;;;;;;;;;;;;
153;rid153;ileocecal valve;valvula ileocecal;valvula ileocecal;;;;;;;;;;;;;;;;;
154;rid154;cecum;ceco;ciego;;;;;;;;;;;;;;;;;
155;rid155;cecal caput;fundo cecal;cabeza cecal;;;;;;;;;;;;;;;;;
156;rid156;cecal bascule;bascula cecal;bascula cecal;;;;;;;;;;;;;;;;;
157;rid157;ascending colon;colon ascendente;colon ascendente;;;;;;;;;;;;;;;;;
158;rid158;hepatic flexure of colon;flexura hepatica do colon;flexion hepatica del colon;;;;;;;;;;;;;;;;;
159;rid159;transverse colon;colon transverso;colon transversal;;;;;;;;;;;;;;;;;
160;rid160;splenic flexure of colon;flexura esplenico do colon;flexion esplenica del colon;;;;;;;;;;;;;;;;;
161;rid161;descending colon;colon descendente;colon descendente;;;;;;;;;;;;;;;;;
162;rid162;sigmoid colon;colon sigmoide;colon sigmoideo;;;;;;;;;;;;;;;;;
163;rid163;rectum;reto;recto;;;;;;;;;;;;;;;;;
164;rid164;anus;anus;anus;;;;;;;;;;;;;;;;;
165;rid165;anal sphincter;esfincter anal;esfinter anal;;;;;;;;;;;;;;;;;
166;rid166;appendix epiploica;apendice epiploico;apendice epiploico;;;;;;;;;;;;;;;;;
167;rid167;haustra;haustracoes;haustraciones;;;;;;;;;;;;;;;;;
168;rid168;appendix;apendice;apendice;;;;;;;;;;;;;;;;;
169;rid169;pancreaticobiliary system;sistema pancreaticobiliar;sistema pancreaticobiliar;;;;;;;;;;;;;;;;;
170;rid170;pancreas;pancreas;pancreas;;;;;;;;;;;;;;;;;
171;rid171;head of pancreas;cabeca pancreas;cabeza del pancreas;;;;;;;;;;;;;;;;;
172;rid172;uncinate process of pancreas;processo do uncinado pancreas;proceso uncinado del pancreas;x;;;;;;;;;;;;;;;;
173;rid173;neck of pancreas;colo do pancreas;cuello del pancreas;;;;;;;;;;;;;;;;;
174;rid174;body of pancreas;corpo do pancreas;cuerpo del pancreas;;;;;;;;;;;;;;;;;
175;rid175;tail of pancreas;cauda do pancreas;cola del pancreas;;;;;;;;;;;;;;;;;
176;rid176;pancreatic duct;duto pancreatico;conducto pancreatico;;;;;;;;;;;;;;;;;
177;rid177;main pancreatic duct;duto pancreatica principal;conducto pancreatico principal;;;;;;;;;;;;;;;;;
180;rid180;downstream duct;duto distal;conducto distal;;;;;;;;;;;;;;;;;
181;rid181;upstream duct;duto proximal;conducto proximal;;;;;;;;;;;;;;;;;
182;rid182;accessory pancreatic duct;duto pancreatico acessorio;conducto pancreatico accesorio;;;;;;;;;;;;;;;;;
185;rid185;secondary duct;duto secundario;conducto secundario;;;;;;;;;;;;;;;;;
187;rid187;gallbladder;vesicula biliar;vesicula biliar;;;;;;;;;;;;;;;;;
188;rid188;fundus of gallbladder;fundo da vesicula biliar;fundo de la vesicula biliar;;;;;;;;;;;;;;;;;
189;rid189;body of gallbladder;corpo da vesicula biliar;cuerpo de la vesicula biliar;;;;;;;;;;;;;;;;;
190;rid190;neck of gallbladder;colo da vesicula biliar;cuello de la vesicula biliar;;;;;;;;;;;;;;;;;
191;rid191;bile duct;duto biliar;hepatico;;;;;;;;;;;;;;;;;
192;rid192;intrahepatic duct;duto intra-hepatico;conducto intrahepatico;;;;;;;;;;;;;;;;;
193;rid193;left hepatic duct;duto hepatico esquerdo;conducto hepatico izquierdo;;;;;;;;;;;;;;;;;
194;rid194;right hepatic duct;duto hepatico direito;conducto hepatico derecho;;;;;;;;;;;;;;;;;
195;rid195;confluence of left and right hepatic ducts;confluencia dos dutos hepaticos esquerdos e direitos;confluencia de los conductos hepaticos izquierdo y derecho;;;;;;;;;;;;;;;;;
196;rid196;intrahepatic bile duct branch;ramo do duto biliar intra-hepatico;rama hepatica intrahepatica;;;;;;;;;;;;;;;;;
198;rid198;extrahepatic duct;duto extra hepatico;conducto extrahepatico;;;;;;;;;;;;;;;;;
199;rid199;common bile duct;duto biliar comum;conducto biliar comun;;;;;;;;;;;;;;;;;
200;rid200;common hepatic duct;duto hepatico comum;conducto hepatico comun;;;;;;;;;;;;;;;;;
201;rid201;cystic duct;duto cistico;conducto enquistado;;;;;;;;;;;;;;;;;
202;rid202;valves of heister;valva de heister;valvulas de heister;;;;;;;;;;;;;;;;;
203;rid203;common duct;duto comum;conducto comun;;;;;;;;;;;;;;;;;
204;rid204;urinary tract;trato urinarios;tracto urinario;;;;;;;;;;;;;;;;;
205;rid205;kidney;rim;ri�on;;;;;;;;;;;;;;;;;
206;rid206;upper pole of kidney;polo superior do rim;polo superior del ri�on;;;;;;;;;;;;;;;;;
207;rid207;lower pole of kidney;polo inferior do rim;polo inferior del ri�on;;;;;;;;;;;;;;;;;
208;rid208;interpolar region of kidney;regiao interpolar do rim;region interpolar del ri�on;;;;;;;;;;;;;;;;;
209;rid209;parenchyma of kidney;parenquima renal;parenquima del ri�on;;;;;;;;;;;;;;;;;
211;rid211;cortex of kidney;cortex renal;corteza del ri�on;;;;;;;;;;;;;;;;;
213;rid213;medulla of kidney;medula renal;medula del ri�on;;;;;;;;;;;;;;;;;
215;rid215;papilla of kidney;papila renal;papila del ri�on;;;;;;;;;;;;;;;;;
217;rid217;sinus of kidney;seio renal;sino del ri�on;;;;;;;;;;;;;;;;;
219;rid219;capsule of kidney;capsula renal;capsula del ri�on;;;;;;;;;;;;;;;;;
221;rid221;hilum of kidney;hilo renal;hilum del ri�on;;;;;;;;;;;;;;;;;
223;rid223;renal collecting system;sistema coletor renal;sistema colector renal;;;;;;;;;;;;;;;;;
225;rid225;calyx of renal collecting system;calice do sistema coletor renal;caliz del sistema colector renal;;;;;;;;;;;;;;;;;
226;rid226;fornix of calyx;fornice do calice;fornix del caliz;;;;;;;;;;;;;;;;;
227;rid227;infundibulum of renal collection system;infundibulo do sistema coletor renal;infundibulo del sistema colector renal;;;;;;;;;;;;;;;;;
228;rid228;renal pelvis;pelve renal;pelvis renal;;;;;;;;;;;;;;;;;
229;rid229;ureter;ureter;ureter;;;;;;;;;;;;;;;;;
230;rid230;ureteropelvic junction;juncao ureteropelvica;union ureteropelvico;;;;;;;;;;;;;;;;;
234;rid234;ureterovesical junction;juncao ureterovesical;union ureterovesical;;;;;;;;;;;;;;;;;
237;rid237;urinary bladder;bexiga urinara;vejiga urinaria;;;;;;;;;;;;;;;;;
238;rid238;dome of urinary bladder;cupula vesical;boveda de la vejiga urinaria;;;;;;;;;;;;;;;;;
240;rid240;neck of urinary bladder;colo vesical;cuello de la vejiga urinaria;;;;;;;;;;;;;;;;;
242;rid242;trigone of bladder;trigono vesical;trigono de la vejiga;;;;;;;;;;;;;;;;;
243;rid243;base of bladder;assoalho vesical;base de la vejiga;;;;;;;;;;;;;;;;;
245;rid245;male urethra;uretra masculina;uretra masculina;;;;;;;;;;;;;;;;;
246;rid246;preprostatic urethra;uretra preprostatica;uretra pre-prostatica;;;;;;;;;;;;;;;;;
248;rid248;verumontanum;veromontano;verumontanum;;;;;;;;;;;;;;;;;
250;rid250;prostatic urethra;uretra prostatica;uretra prostatica;;;;;;;;;;;;;;;;;
251;rid251;membranous urethra;uretra membranosa;uretra membranosa;;;;;;;;;;;;;;;;;
252;rid252;anterior urethra;uretra anterior;uretra anterior;;;;;;;;;;;;;;;;;
253;rid253;bulbar urethra;uretra bulbar;uretra bulbar;;;;;;;;;;;;;;;;;
254;rid254;penile urethra;uretra peniana;uretra esponyosa;;;;;;;;;;;;;;;;;
256;rid256;utricle;utriculo;utriculo;;;;;;;;;;;;;;;;;
257;rid257;cowpers gland;glandula de cowpers;glandula de cowpers;;;;;;;;;;;;;;;;;
258;rid258;glands of littre;glandulas de littre;glandulas de littre;;;;;;;;;;;;;;;;;
259;rid259;urethral sphincter;esfincter uretral;esfinter de la uretra;;;;;;;;;;;;;;;;;
260;rid260;male internal urethral sphincter;esfincter uretral interno masculino;esfinter interno de la uretra masculina;;;;;;;;;;;;;;;;;
261;rid261;external urethral sphincter;esfincter uretral externo;esfinter externo de la uretra ;;;;;;;;;;;;;;;;;
262;rid262;male urethral meatus;meato uretral masculino;meato de la uretra masculina;;;;;;;;;;;;;;;;;
263;rid263;fossa navicularis;fossa navicular;fosa navicular;;;;;;;;;;;;;;;;;
264;rid264;female urethra;uretra feminina;uretra femenina;;;;;;;;;;;;;;;;;
265;rid265;female internal urethral sphincter;esfincter uretral interno feminino;esfinter interno de la uretra femenina;;;;;;;;;;;;;;;;;
266;rid266;female urethral meatus;meato uretral feminino;meato de la uretra femenina;;;;;;;;;;;;;;;;;
267;rid267;paraurethral glands;glandulas parauretrais;glandulas para-uretrales;;;;;;;;;;;;;;;;;
270;rid270;female genital system;sistema genital feminino;sistema genital femenino;;;;;;;;;;;;;;;;;
271;rid271;female external genitalia;genitalia externa feminina;organos genitales externos femeninos;;;;;;;;;;;;;;;;;
272;rid272;vulva;vulva;vulva;;;;;;;;;;;;;;;;;
273;rid273;clitoris;clitoris;clitoris;;;;;;;;;;;;;;;;;
274;rid274;crus of clitoris;crura do clitoris;crura del clitoris;;;;;;;;;;;;;;;;;
275;rid275;prepuce of clitoris;prepucio do clitoris;prepucio del clitoris;;;;;;;;;;;;;;;;;
276;rid276;glans of clitoris;glande do clitoris;glande del clitoris;;;;;;;;;;;;;;;;;
278;rid278;frenulum of clitoris;frenulo do clitoris;frenillo del clitoris;;;;;;;;;;;;;;;;;
279;rid279;suspensory ligament of clitoris;ligamento suspensorio do clitoris;ligamento suspensorio del clitoris;;;;;;;;;;;;;;;;;
280;rid280;labium majorum;grandes labios;labios mayores;;;;;;;;;;;;;;;;;
281;rid281;labium minorum;pequenos labios;labios menores;;;;;;;;;;;;;;;;;
282;rid282;mons pubis;monte do pubis;monte de venus;;;;;;;;;;;;;;;;;
283;rid283;hymen;himen;hymen;;;;;;;;;;;;;;;;;
284;rid284;vulval vestibule;vestibulo da vulva;vestibulo vulvar;;;;;;;;;;;;;;;;;
285;rid285;anterior commissure of labia majora;comissura anterior dos grandes labios;comisura anterior de los labios mayores;;;;;;;;;;;;;;;;;
286;rid286;posterior commissure of labia majora;comissura posterior dos grandes labios;comisura posterior de los labios menores;;;;;;;;;;;;;;;;;
287;rid287;navicular fossa of urethra;fossa navicular da uretra;fosa navicular de la uretra;;;;;;;;;;;;;;;;;
289;rid289;female perineum;perineo feminino;perineo femenino;;;;;;;;;;;;;;;;;
290;rid290;ovary;ovario;ovario;;;;;;;;;;;;;;;;;
291;rid291;follicle of ovary;foliculo ovariano;foliculo del ovario;x;;;;;;;;;;;;;;;;
292;rid292;corpus luteum of ovary;corpo luteo do ovario;cuerpo luteo del ovario;;;;;;;;;;;;;;;;;
293;rid293;corpus albicans of ovary;corpo alvo do ovario;cuerpo albo del ovario;;;;;;;;;;;;;;;;;
294;rid294;uterine adnexa;anexo uterino;anexo uterino;;;;;;;;;;;;;;;;;
295;rid295;fallopian tube;tuba uterina;tubo de falopio;;;;;;;;;;;;;;;;;
296;rid296;intramural portion of fallopian tube;porcao intramural da tuba uterina;porcion intramural del tubo de falopio;;;;;;;;;;;;;;;;;
297;rid297;isthmus of fallopian tube;istmo da tuba uterina;istmo del tubo de falopio;;;;;;;;;;;;;;;;;
298;rid298;ampulla of fallopian tube;ampola da tuba uterina;ampulla del tubo de falopio;;;;;;;;;;;;;;;;;
299;rid299;fimbria of fallopian tube;fimbria da tuba uterina;fimbria del tubo de falopio;;;;;;;;;;;;;;;;;
300;rid300;mesosalpinx;meso-salpinge;mesosalpinge;;;;;;;;;;;;;;;;;
301;rid301;ovarian ligament;ligamento ovariano;ligamento ovarico;;;;;;;;;;;;;;;;;
302;rid302;uterus;utero;utero;;;;;;;;;;;;;;;;;
303;rid303;fundus of uterus;fundo do utero;fundo del utero;;;;;;;;;;;;;;;;;
305;rid305;body of uterus;corpo do utero;cuerpo del utero;;;;;;;;;;;;;;;;;
308;rid308;cervix of uterus;cervix do utero;cerviz del utero;;;;;;;;;;;;;;;;;
311;rid311;endometrial cavity;cavidade endometrial;cavidad endometrial;;;;;;;;;;;;;;;;;
313;rid313;cervical canal;canal cervical;canal cervical;;;;;;;;;;;;;;;;;
315;rid315;myometrium;miometrio;miometrio;;;;;;;;;;;;;;;;;
317;rid317;intramural part of myometrium;parte intramural do miometrio;parte intramural del miometrio;;;;;;;;;;;;;;;;;
318;rid318;submucosal part of myometrium;parte submucosa do miometrio;parte submucosa del miometrio;;;;;;;;;;;;;;;;;
319;rid319;subserosal part of myometrium;parte subserosa do miometrio;parte subserosa del miometrio;;;;;;;;;;;;;;;;;
320;rid320;inner myometrium;miometrio interno;miometrio interno;;;;;;;;;;;;;;;;;
321;rid321;broad ligament of uterus;ligamento largo do utero;ligamento ancho del utero;;;;;;;;;;;;;;;;;
322;rid322;round ligament of uterus;ligamento redondo do utero;ligamento redondo del utero;;;;;;;;;;;;;;;;;
323;rid323;rectouterine pouch;bolsa retouterina;bolsa rectouterina;;;;;;;;;;;;;;;;;
325;rid325;vagina;vagina;vagina;;;;;;;;;;;;;;;;;
326;rid326;introitus of vagina;introito do vagina;introito de la vagina;;;;;;;;;;;;;;;;;
329;rid329;vestibule of vagina;vestibulo da vagina;vestibulo de la vagina;;;;;;;;;;;;;;;;;
331;rid331;wall of vagina;parede do vagina;pared de la vagina;;;;;;;;;;;;;;;;;
333;rid333;anterior fornix of vagina;fornice anterior da vagina;boveda anterior de la vagina;;;;;;;;;;;;;;;;;
334;rid334;posterior fornix of vagina;fornice posterior da vagina;boveda posterior de la vagina;;;;;;;;;;;;;;;;;
335;rid335;gartners duct;duto de gartner;conducto de gartner;;;;;;;;;;;;;;;;;
336;rid336;bartholins gland;glandula de bartholin;glandula de bartholin;;;;;;;;;;;;;;;;;
337;rid337;bartholins duct;duto de bartholin;conducto de bartholin;;;;;;;;;;;;;;;;;
338;rid338;urogenital diaphragm;diafragma urogenital;diafragma urogenital;;;;;;;;;;;;;;;;;
339;rid339;suprapubic ligament;ligamento suprapubico;ligamento suprapubico;;;;;;;;;;;;;;;;;
340;rid340;uterovaginal fascia;fascia uterovaginal;fascia uterovaginal;;;;;;;;;;;;;;;;;
341;rid341;colles fascia;fascia de colles;fascia de colles;;;;;;;;;;;;;;;;;
342;rid342;male genital system;sistema genital masculino;sistema genital masculino;;;;;;;;;;;;;;;;;
343;rid343;prostate;prostata;prostata;;;;;;;;;;;;;;;;;
344;rid344;anterior fibromuscular stroma;estroma fibromuscular anterior;estroma fibromuscular anterior;;;;;;;;;;;;;;;;;
345;rid345;outer gland;glandula exterior;glandula externa;;;;;;;;;;;;;;;;;
347;rid347;peripheral zone of prostate;zona periferico do prostata;zona periferica de la prostata;;;;;;;;;;;;;;;;;
348;rid348;central zone of prostate;zona central da prostata;zona central de la prostata;;;;;;;;;;;;;;;;;
349;rid349;inner gland of prostate;glandula interna da prostata;glandula interna de la prostata;;;;;;;;;;;;;;;;;
351;rid351;transition zone of prostate;zona de transicao da prostata;zona de transicion de la prostata;;;;;;;;;;;;;;;;;
352;rid352;periurethral prostate gland;glandula periuretral da prostata;glandula periuretral de la prostata;;;;;;;;;;;;;;;;;
353;rid353;surgical capsule of prostate;capsula cirurgica da prostata;capsula quirurgica de la prostata;;;;;;;;;;;;;;;;;
354;rid354;capsule of prostate;capsula da prostata;capsula de la prostata;;;;;;;;;;;;;;;;;
355;rid355;neurovascular bundle;feixe neurovascular;manojo neurovascular;;;;;;;;;;;;;;;;;
356;rid356;periprostatic venous plexus;plexo venoso periprostatico;plexo venoso periprostatico;;;;;;;;;;;;;;;;;
357;rid357;seminal vesicle;vesicula seminal;vesicula seminal;;;;;;;;;;;;;;;;;
358;rid358;vas deferens;vaso deferente;vaso deferente;;;;;;;;;;;;;;;;;
359;rid359;duct of seminal vesicle;duto da vesicula seminal;conducto de la vesicula seminal;;;;;;;;;;;;;;;;;
361;rid361;ejaculatory duct;duto ejaculatorio;conducto ejaculatorio;;;;;;;;;;;;;;;;;
362;rid362;penis;penis;pene;;;;;;;;;;;;;;;;;
363;rid363;corpus spongiosum;corpo esponjoso;cuerpo espojoso;;;;;;;;;;;;;;;;;
364;rid364;corpus cavernosum;corpo cavernosum;cuerpo cavernosos;;;;;;;;;;;;;;;;;
365;rid365;scrotum;escroto;escroto;;;;;;;;;;;;;;;;;
366;rid366;testis;testiculo;testiculo;;;;;;;;;;;;;;;;;
